event_date,event_ts,event_type,campaign_id,ad_id,user_id,device_os,country,cost,revenue
2026-02-16,2026-02-16 08:42:25,click,C007,A0336,151736,iOS,SG,1.0223443334425977,0.0
2026-02-16,2026-02-16 17:23:45,impression,C006,A0316,145986,iOS,TW,0.0,0.0
2026-02-16,2026-02-16 01:42:30,impression,C002,A0038,133785,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 09:51:25,impression,C009,A0221,180589,Android,JP,0.0,0.0
2026-02-16,2026-02-16 08:11:38,impression,C009,A0214,106692,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 10:41:39,impression,C019,A0333,179215,Android,US,0.0,0.0
2026-02-16,2026-02-16 06:20:30,impression,C009,A0085,12498,Web,KR,0.0,0.0
2026-02-16,2026-02-16 15:22:47,impression,C002,A0385,45191,Android,SG,0.0,0.0
2026-02-16,2026-02-16 01:48:12,impression,C019,A0004,103808,Web,SG,0.0,0.0
2026-02-16,2026-02-16 14:42:59,click,C016,A0195,97755,iOS,KR,0.5956122648174574,0.0
2026-02-16,2026-02-16 00:44:08,impression,C014,A0114,78418,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 04:16:44,impression,C020,A0215,118343,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 02:48:36,impression,C001,A0336,143837,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 02:39:42,impression,C013,A0365,136489,Android,KR,0.0,0.0
2026-02-16,2026-02-16 07:03:05,impression,C002,A0141,177534,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 07:54:43,impression,C014,A0167,64801,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 20:05:58,click,C001,A0287,1986,iOS,JP,0.22936457231951765,0.0
2026-02-16,2026-02-16 06:47:34,impression,C015,A0384,31954,Android,KR,0.0,0.0
2026-02-16,2026-02-16 02:38:24,click,C018,A0335,61335,Android,KR,1.302160882672362,0.0
2026-02-16,2026-02-16 16:07:01,click,C009,A0005,130624,Android,JP,0.5091897668832088,0.0
2026-02-16,2026-02-16 13:41:06,impression,C008,A0127,78214,Android,KR,0.0,0.0
2026-02-16,2026-02-16 08:39:14,click,C007,A0086,124991,iOS,KR,0.3867097432756481,0.0
2026-02-16,2026-02-16 01:06:22,impression,C009,A0086,126846,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 13:12:03,impression,C009,A0395,145323,Android,KR,0.0,0.0
2026-02-16,2026-02-16 20:44:01,impression,C011,A0024,60825,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 12:44:37,impression,C004,A0045,30675,Android,KR,0.0,0.0
2026-02-16,2026-02-16 05:19:30,impression,C007,A0111,68104,Android,SG,0.0,0.0
2026-02-16,2026-02-16 20:00:18,impression,C007,A0290,4341,Android,JP,0.0,0.0
2026-02-16,2026-02-16 11:36:31,impression,C004,A0395,120997,Android,JP,0.0,0.0
2026-02-16,2026-02-16 03:19:09,impression,C012,A0185,8154,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 09:18:35,impression,C017,A0235,195677,Android,KR,0.0,0.0
2026-02-16,2026-02-16 02:25:14,impression,C020,A0157,62395,Android,SG,0.0,0.0
2026-02-16,2026-02-16 06:51:19,impression,C003,A0161,53532,Android,SG,0.0,0.0
2026-02-16,2026-02-16 10:51:28,impression,C009,A0200,143157,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 19:30:50,impression,C005,A0122,149368,Android,US,0.0,0.0
2026-02-16,2026-02-16 19:10:19,conversion,C020,A0224,82631,Android,TW,0.0,10.251737534814836
2026-02-16,2026-02-16 17:35:14,impression,C016,A0365,118779,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 05:41:23,impression,C008,A0023,119932,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 02:42:40,impression,C016,A0197,34359,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 17:30:25,impression,C019,A0285,163006,Android,KR,0.0,0.0
2026-02-16,2026-02-16 13:06:25,impression,C016,A0006,29327,Android,SG,0.0,0.0
2026-02-16,2026-02-16 16:42:57,impression,C018,A0308,116029,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 14:08:32,impression,C015,A0345,97889,Android,KR,0.0,0.0
2026-02-16,2026-02-16 21:53:24,impression,C018,A0089,115510,Web,KR,0.0,0.0
2026-02-16,2026-02-16 16:18:29,impression,C014,A0378,110877,Android,KR,0.0,0.0
2026-02-16,2026-02-16 02:50:38,impression,C016,A0398,34385,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 00:11:44,impression,C005,A0273,126061,iOS,US,0.0,0.0
2026-02-16,2026-02-16 14:46:18,impression,C008,A0284,159515,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 09:16:59,impression,C016,A0265,81105,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 09:22:08,impression,C001,A0115,176243,Android,KR,0.0,0.0
2026-02-16,2026-02-16 15:17:51,impression,C011,A0124,164593,Android,KR,0.0,0.0
2026-02-16,2026-02-16 05:35:30,impression,C011,A0260,92044,Android,KR,0.0,0.0
2026-02-16,2026-02-16 18:38:18,impression,C002,A0169,125434,Web,KR,0.0,0.0
2026-02-16,2026-02-16 21:35:56,impression,C019,A0036,39703,Android,SG,0.0,0.0
2026-02-16,2026-02-16 11:58:03,click,C005,A0229,73522,Web,KR,0.29129352289886395,0.0
2026-02-16,2026-02-16 05:01:12,impression,C003,A0134,90443,Android,JP,0.0,0.0
2026-02-16,2026-02-16 18:13:17,impression,C008,A0244,101348,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 10:56:01,impression,C004,A0065,187596,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 15:27:29,impression,C013,A0237,188248,Android,US,0.0,0.0
2026-02-16,2026-02-16 03:19:35,impression,C014,A0003,126930,Android,TW,0.0,0.0
2026-02-16,2026-02-16 22:20:08,impression,C001,A0037,85307,Android,KR,0.0,0.0
2026-02-16,2026-02-16 09:43:44,impression,C005,A0109,40225,Android,JP,0.0,0.0
2026-02-16,2026-02-16 12:06:17,impression,C007,A0250,21062,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 18:05:40,impression,C006,A0003,8883,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 15:31:12,impression,C015,A0235,80353,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 03:55:05,impression,C015,A0251,149160,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 10:26:53,impression,C008,A0143,52230,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 13:40:19,impression,C002,A0248,6788,Android,JP,0.0,0.0
2026-02-16,2026-02-16 05:55:07,impression,C014,A0056,176410,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 11:51:43,impression,C016,A0061,2338,Android,KR,0.0,0.0
2026-02-16,2026-02-16 22:33:16,click,C010,A0068,177845,iOS,KR,0.18323390247704416,0.0
2026-02-16,2026-02-16 02:27:36,impression,C015,A0079,54831,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 22:32:50,impression,C004,A0327,19336,Android,KR,0.0,0.0
2026-02-16,2026-02-16 09:05:32,impression,C012,A0367,174412,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 04:37:20,impression,C010,A0196,73352,Web,JP,0.0,0.0
2026-02-16,2026-02-16 20:02:05,impression,C002,A0195,25833,Android,KR,0.0,0.0
2026-02-16,2026-02-16 16:15:04,impression,C004,A0023,54986,iOS,US,0.0,0.0
2026-02-16,2026-02-16 21:29:29,impression,C020,A0014,147221,Android,US,0.0,0.0
2026-02-16,2026-02-16 13:25:14,click,C006,A0390,90304,iOS,KR,1.1037496201461812,0.0
2026-02-16,2026-02-16 01:04:19,impression,C014,A0289,135575,Android,SG,0.0,0.0
2026-02-16,2026-02-16 10:26:25,impression,C003,A0009,89945,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 06:56:34,impression,C015,A0140,81194,Android,KR,0.0,0.0
2026-02-16,2026-02-16 10:09:46,impression,C001,A0242,34851,Android,TW,0.0,0.0
2026-02-16,2026-02-16 19:12:36,impression,C019,A0253,135042,Android,TW,0.0,0.0
2026-02-16,2026-02-16 00:21:27,click,C001,A0227,169180,iOS,KR,0.27431540785794634,0.0
2026-02-16,2026-02-16 03:40:55,impression,C013,A0373,153194,Android,KR,0.0,0.0
2026-02-16,2026-02-16 16:10:49,impression,C008,A0095,120808,Android,KR,0.0,0.0
2026-02-16,2026-02-16 15:29:51,click,C018,A0179,84300,Android,KR,0.7224405536452244,0.0
2026-02-16,2026-02-16 03:09:22,impression,C003,A0003,56316,Android,US,0.0,0.0
2026-02-16,2026-02-16 21:28:30,impression,C018,A0184,177204,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 01:29:52,impression,C020,A0046,192529,Android,KR,0.0,0.0
2026-02-16,2026-02-16 16:48:09,impression,C009,A0292,18441,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 03:36:09,impression,C006,A0141,88067,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 19:30:29,impression,C020,A0013,140566,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 15:59:09,impression,C002,A0186,195254,Android,KR,0.0,0.0
2026-02-16,2026-02-16 07:53:16,impression,C004,A0085,20647,Android,SG,0.0,0.0
2026-02-16,2026-02-16 15:59:22,impression,C018,A0043,195835,iOS,US,0.0,0.0
2026-02-16,2026-02-16 13:18:57,impression,C007,A0384,165457,iOS,TW,0.0,0.0
2026-02-16,2026-02-16 01:18:46,impression,C011,A0156,188534,Android,SG,0.0,0.0
2026-02-16,2026-02-16 00:00:11,impression,C005,A0184,51552,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 17:46:06,click,C008,A0047,80067,Android,KR,0.4089849020916888,0.0
2026-02-16,2026-02-16 01:16:11,impression,C011,A0206,88717,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 17:25:53,impression,C020,A0210,25873,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 06:10:57,impression,C020,A0275,98621,Android,SG,0.0,0.0
2026-02-16,2026-02-16 22:50:54,impression,C015,A0083,185746,Android,US,0.0,0.0
2026-02-16,2026-02-16 08:58:19,click,C003,A0097,123920,iOS,US,0.016810175954146817,0.0
2026-02-16,2026-02-16 15:54:42,click,C007,A0179,173526,Android,KR,0.831839737245479,0.0
2026-02-16,2026-02-16 20:20:14,impression,C008,A0355,102081,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 08:00:49,impression,C011,A0148,17691,Android,KR,0.0,0.0
2026-02-16,2026-02-16 02:54:19,impression,C010,A0285,2062,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 06:04:11,impression,C020,A0384,42332,Android,JP,0.0,0.0
2026-02-16,2026-02-16 21:30:48,impression,C009,A0072,106863,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 20:41:33,impression,C015,A0217,176356,Android,KR,0.0,0.0
2026-02-16,2026-02-16 06:10:10,impression,C020,A0209,140916,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 15:17:25,impression,C005,A0321,177131,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 16:59:54,impression,C015,A0294,12082,Android,SG,0.0,0.0
2026-02-16,2026-02-16 11:42:21,click,C004,A0124,131808,iOS,JP,1.0756640363915115,0.0
2026-02-16,2026-02-16 09:06:26,impression,C005,A0350,142877,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 00:00:50,impression,C015,A0156,130588,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 03:53:20,impression,C017,A0033,147433,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 13:41:16,conversion,C008,A0269,64920,Android,KR,0.0,13.931378287941078
2026-02-16,2026-02-16 01:29:49,impression,C019,A0216,68668,Android,KR,0.0,0.0
2026-02-16,2026-02-16 12:39:53,impression,C009,A0101,50019,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 18:56:25,impression,C010,A0180,41620,Web,KR,0.0,0.0
2026-02-16,2026-02-16 14:03:38,impression,C005,A0127,199732,Android,KR,0.0,0.0
2026-02-16,2026-02-16 20:43:58,impression,C010,A0333,56470,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 17:05:02,impression,C001,A0377,157508,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 16:05:38,impression,C004,A0169,72336,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 10:23:54,impression,C005,A0305,87701,Android,SG,0.0,0.0
2026-02-16,2026-02-16 08:10:03,impression,C007,A0366,145580,Android,KR,0.0,0.0
2026-02-16,2026-02-16 17:23:26,impression,C005,A0135,166206,Web,KR,0.0,0.0
2026-02-16,2026-02-16 13:56:04,impression,C020,A0292,151189,iOS,US,0.0,0.0
2026-02-16,2026-02-16 02:44:01,impression,C008,A0093,164329,Android,US,0.0,0.0
2026-02-16,2026-02-16 15:54:38,impression,C017,A0221,160395,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 05:43:27,impression,C001,A0155,182204,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 22:19:07,impression,C018,A0280,46629,Web,KR,0.0,0.0
2026-02-16,2026-02-16 12:13:49,impression,C012,A0199,32022,Android,US,0.0,0.0
2026-02-16,2026-02-16 15:54:08,impression,C003,A0337,111828,Android,JP,0.0,0.0
2026-02-16,2026-02-16 01:06:37,impression,C020,A0241,41666,iOS,TW,0.0,0.0
2026-02-16,2026-02-16 09:04:08,impression,C014,A0098,81323,Web,KR,0.0,0.0
2026-02-16,2026-02-16 21:55:26,impression,C016,A0250,184779,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 22:25:06,impression,C018,A0105,72996,iOS,US,0.0,0.0
2026-02-16,2026-02-16 15:41:16,impression,C010,A0261,21646,Android,TW,0.0,0.0
2026-02-16,2026-02-16 18:44:11,impression,C015,A0129,70309,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 02:24:00,click,C010,A0327,110495,iOS,KR,2.147113266363801,0.0
2026-02-16,2026-02-16 01:06:04,impression,C001,A0378,2694,iOS,TW,0.0,0.0
2026-02-16,2026-02-16 20:46:16,impression,C019,A0259,177237,Web,KR,0.0,0.0
2026-02-16,2026-02-16 14:04:57,impression,C002,A0292,195789,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 03:04:22,click,C013,A0377,106022,Android,SG,0.6642417539239137,0.0
2026-02-16,2026-02-16 15:21:54,impression,C016,A0140,130437,Android,KR,0.0,0.0
2026-02-16,2026-02-16 12:30:28,impression,C008,A0015,144550,Android,KR,0.0,0.0
2026-02-16,2026-02-16 06:07:21,impression,C003,A0388,53784,Android,TW,0.0,0.0
2026-02-16,2026-02-16 13:50:58,impression,C019,A0184,77330,Android,KR,0.0,0.0
2026-02-16,2026-02-16 02:11:06,impression,C014,A0016,198304,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 13:26:12,impression,C011,A0221,3294,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 07:55:45,impression,C012,A0390,52058,Android,KR,0.0,0.0
2026-02-16,2026-02-16 21:15:29,impression,C011,A0063,26952,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 00:41:37,click,C011,A0241,21081,Web,JP,0.22773738444184882,0.0
2026-02-16,2026-02-16 17:14:08,click,C018,A0279,111262,Android,SG,0.9431568973779922,0.0
2026-02-16,2026-02-16 09:04:08,impression,C010,A0333,114264,Android,TW,0.0,0.0
2026-02-16,2026-02-16 09:56:21,impression,C016,A0257,3486,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 14:43:11,impression,C008,A0185,46213,Android,KR,0.0,0.0
2026-02-16,2026-02-16 19:04:41,impression,C006,A0076,76548,Android,KR,0.0,0.0
2026-02-16,2026-02-16 02:05:45,click,C019,A0027,138419,iOS,KR,0.8417260666718884,0.0
2026-02-16,2026-02-16 09:32:06,click,C013,A0025,169962,iOS,JP,0.731705039165201,0.0
2026-02-16,2026-02-16 01:05:26,impression,C015,A0342,57225,Android,JP,0.0,0.0
2026-02-16,2026-02-16 05:20:27,impression,C013,A0062,70455,Android,JP,0.0,0.0
2026-02-16,2026-02-16 11:50:27,impression,C001,A0146,92449,iOS,TW,0.0,0.0
2026-02-16,2026-02-16 17:23:01,impression,C002,A0233,48755,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 04:18:11,click,C013,A0349,77149,Android,US,0.8266812249662434,0.0
2026-02-16,2026-02-16 10:18:35,impression,C002,A0286,195948,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 07:35:04,impression,C011,A0084,179283,Android,KR,0.0,0.0
2026-02-16,2026-02-16 20:37:33,impression,C013,A0175,96493,Android,US,0.0,0.0
2026-02-16,2026-02-16 10:02:27,impression,C010,A0381,194998,Web,JP,0.0,0.0
2026-02-16,2026-02-16 16:56:07,impression,C015,A0170,89327,Android,KR,0.0,0.0
2026-02-16,2026-02-16 20:14:48,impression,C001,A0290,14781,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 03:53:50,impression,C014,A0004,83010,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 06:40:45,impression,C010,A0287,16020,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 15:03:30,impression,C018,A0307,187084,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 08:24:55,impression,C011,A0050,141426,Android,KR,0.0,0.0
2026-02-16,2026-02-16 02:24:33,impression,C007,A0270,134997,Android,KR,0.0,0.0
2026-02-16,2026-02-16 21:23:41,impression,C015,A0008,169951,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 02:31:08,impression,C003,A0357,34596,Android,JP,0.0,0.0
2026-02-16,2026-02-16 02:56:17,impression,C002,A0069,173652,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 17:40:49,impression,C008,A0392,59668,Android,SG,0.0,0.0
2026-02-16,2026-02-16 03:19:56,impression,C008,A0139,5037,Web,KR,0.0,0.0
2026-02-16,2026-02-16 14:24:33,impression,C011,A0248,13924,Android,JP,0.0,0.0
2026-02-16,2026-02-16 05:15:51,impression,C016,A0029,136494,Android,SG,0.0,0.0
2026-02-16,2026-02-16 18:53:48,impression,C002,A0183,66322,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 01:12:27,impression,C005,A0213,105158,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 03:08:54,impression,C007,A0397,53089,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 21:13:14,impression,C020,A0320,47050,Android,KR,0.0,0.0
2026-02-16,2026-02-16 15:14:10,click,C013,A0305,150515,Android,KR,0.9151083913081512,0.0
2026-02-16,2026-02-16 21:11:49,impression,C002,A0019,179136,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 11:03:17,click,C003,A0383,93827,Android,KR,0.0402258844164466,0.0
2026-02-16,2026-02-16 02:04:54,impression,C009,A0226,105032,Android,US,0.0,0.0
2026-02-16,2026-02-16 20:31:53,impression,C010,A0230,103155,iOS,US,0.0,0.0
2026-02-16,2026-02-16 12:55:40,impression,C013,A0339,22155,Android,KR,0.0,0.0
2026-02-16,2026-02-16 12:57:37,impression,C013,A0096,171694,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 01:40:09,impression,C005,A0115,127456,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 16:31:52,impression,C007,A0359,161776,Android,KR,0.0,0.0
2026-02-16,2026-02-16 05:45:00,impression,C017,A0180,60842,Android,KR,0.0,0.0
2026-02-16,2026-02-16 18:12:27,impression,C015,A0373,139281,iOS,US,0.0,0.0
2026-02-16,2026-02-16 22:45:10,impression,C005,A0078,192559,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 01:51:54,impression,C007,A0327,104478,Web,JP,0.0,0.0
2026-02-16,2026-02-16 22:08:06,impression,C002,A0276,155563,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 07:26:17,click,C018,A0352,45448,Android,KR,0.15725937181531432,0.0
2026-02-16,2026-02-16 12:08:11,click,C010,A0366,82984,Android,JP,0.2765002948352114,0.0
2026-02-16,2026-02-16 23:00:34,click,C001,A0182,50068,iOS,KR,0.11998637261020167,0.0
2026-02-16,2026-02-16 04:55:05,impression,C014,A0095,61260,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 23:35:26,impression,C019,A0086,14165,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 05:09:02,click,C016,A0389,67228,Web,JP,0.722104748707288,0.0
2026-02-16,2026-02-16 15:34:14,impression,C019,A0095,88123,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 11:05:32,click,C006,A0335,35774,Android,KR,0.8587590074498979,0.0
2026-02-16,2026-02-16 13:46:14,click,C012,A0145,163664,Android,KR,1.22128753190595,0.0
2026-02-16,2026-02-16 05:09:57,impression,C003,A0248,152560,Android,KR,0.0,0.0
2026-02-16,2026-02-16 19:20:20,impression,C007,A0181,161718,iOS,TW,0.0,0.0
2026-02-16,2026-02-16 10:48:30,impression,C003,A0293,100054,Android,KR,0.0,0.0
2026-02-16,2026-02-16 18:13:36,impression,C017,A0019,187655,Android,KR,0.0,0.0
2026-02-16,2026-02-16 21:54:18,impression,C015,A0138,48452,Web,KR,0.0,0.0
2026-02-16,2026-02-16 20:28:46,impression,C019,A0044,15384,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 06:15:11,impression,C019,A0226,17762,iOS,TW,0.0,0.0
2026-02-16,2026-02-16 08:37:41,click,C011,A0345,157481,Web,KR,0.20204487282165054,0.0
2026-02-16,2026-02-16 12:58:50,impression,C020,A0037,193263,Android,KR,0.0,0.0
2026-02-16,2026-02-16 21:23:13,impression,C002,A0314,44814,iOS,TW,0.0,0.0
2026-02-16,2026-02-16 05:58:17,impression,C007,A0220,159025,Web,KR,0.0,0.0
2026-02-16,2026-02-16 06:19:12,impression,C019,A0128,51519,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 13:06:49,conversion,C007,A0143,103121,iOS,KR,0.0,1.6790100768196035
2026-02-16,2026-02-16 08:16:03,impression,C010,A0183,148525,Android,JP,0.0,0.0
2026-02-16,2026-02-16 02:50:05,impression,C012,A0397,89928,Android,KR,0.0,0.0
2026-02-16,2026-02-16 16:15:24,impression,C018,A0043,100714,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 15:27:15,impression,C006,A0210,170746,Web,SG,0.0,0.0
2026-02-16,2026-02-16 09:31:09,impression,C020,A0048,185603,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 11:57:07,impression,C008,A0312,120920,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 12:28:16,impression,C005,A0220,193455,Android,KR,0.0,0.0
2026-02-16,2026-02-16 19:19:29,impression,C003,A0367,176088,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 22:34:00,impression,C002,A0196,70174,Android,JP,0.0,0.0
2026-02-16,2026-02-16 03:19:27,impression,C006,A0172,146949,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 18:13:45,impression,C007,A0237,136552,Android,JP,0.0,0.0
2026-02-16,2026-02-16 10:30:21,click,C008,A0175,152533,iOS,US,0.31460749089836776,0.0
2026-02-16,2026-02-16 04:17:04,impression,C004,A0032,16753,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 15:45:32,impression,C012,A0224,54279,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 17:38:48,impression,C012,A0054,67970,Web,KR,0.0,0.0
2026-02-16,2026-02-16 06:20:57,impression,C017,A0186,86699,Android,JP,0.0,0.0
2026-02-16,2026-02-16 21:44:41,impression,C019,A0234,16924,Android,SG,0.0,0.0
2026-02-16,2026-02-16 11:50:41,impression,C009,A0317,100972,Android,KR,0.0,0.0
2026-02-16,2026-02-16 20:35:12,click,C012,A0231,83091,Android,JP,0.296725009549072,0.0
2026-02-16,2026-02-16 01:06:16,impression,C017,A0110,66844,iOS,JP,0.0,0.0
2026-02-16,2026-02-16 08:39:21,impression,C010,A0367,52828,iOS,SG,0.0,0.0
2026-02-16,2026-02-16 06:57:48,impression,C019,A0100,116219,Android,SG,0.0,0.0
2026-02-16,2026-02-16 18:20:46,impression,C011,A0200,17882,iOS,US,0.0,0.0
2026-02-16,2026-02-16 22:06:16,impression,C020,A0211,52966,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 13:13:12,impression,C013,A0221,68294,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 14:50:45,impression,C004,A0325,130195,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 16:23:29,impression,C015,A0150,152128,iOS,KR,0.0,0.0
2026-02-16,2026-02-16 15:48:48,impression,C012,A0163,27483,iOS,KR,0.0,0.0
